,survey_questions_id,survey_raw_answers_id,survey_condition,Awe,Fear,Anger,Pride,Shame,Disgust,Sadness,Contempt,Interest,Surprise,Amusement,Happiness,Embarrassment
1810,83,1991,/survey-so,0,0,4,0,0,4,4,0,0,0,0,0,0
1811,430,1991,/survey-so,0,4,0,0,0,0,0,0,0,0,0,0,0
1812,551,1991,/survey-so,0,0,3,0,0,0,0,0,0,0,0,0,0
1813,483,1991,/survey-so,0,0,0,0,4,0,0,0,0,0,0,0,4
1814,215,1991,/survey-so,0,0,3,0,0,0,3,0,0,0,0,0,0
1815,591,1991,/survey-so,0,0,4,0,0,4,0,4,0,0,0,0,0
1816,173,1991,/survey-so,0,0,1,4,0,0,0,0,3,0,3,0,0
1817,238,1991,/survey-so,0,0,0,4,0,0,0,0,0,0,4,4,0
1818,487,1991,/survey-so,0,0,4,0,4,4,4,0,0,4,0,0,4
1819,380,1991,/survey-so,0,4,0,0,0,0,1,0,0,0,0,0,0
1820,594,1991,/survey-so,0,0,0,0,2,0,4,0,0,0,0,0,0
1821,111,1991,/survey-so,0,0,0,1,0,0,0,0,3,0,1,0,0
1822,442,1991,/survey-so,4,0,4,0,0,4,4,4,0,4,0,0,0
1823,51,1991,/survey-so,4,0,0,4,0,0,0,0,3,4,3,4,0
1824,502,1991,/survey-so,0,4,0,0,4,0,4,0,0,0,0,0,0
1825,158,1991,/survey-so,4,0,0,3,0,0,0,0,3,4,3,4,0
1826,528,1991,/survey-so,0,4,0,0,4,0,4,0,0,0,0,0,4
1827,581,1991,/survey-so,4,0,0,0,0,0,0,0,3,0,3,4,0
1828,132,1991,/survey-so,0,0,4,0,4,0,4,0,0,0,0,0,4
1829,143,1991,/survey-so,0,0,0,0,0,0,0,3,3,0,0,0,0
1830,603,2007,/survey-so,0,3,0,0,0,0,0,0,2,0,0,0,0
1831,365,2007,/survey-so,0,0,2,0,0,1,0,3,0,0,0,0,0
1832,348,2007,/survey-so,0,0,0,0,0,0,0,0,3,0,0,4,0
1833,443,2007,/survey-so,0,0,4,0,0,4,0,4,0,0,0,0,0
1834,341,2007,/survey-so,0,0,0,3,0,0,2,0,4,1,0,2,0
1835,121,2007,/survey-so,0,1,0,0,0,4,4,4,0,4,0,0,0
1836,238,2007,/survey-so,0,0,0,4,0,0,0,0,4,0,0,4,0
1837,592,2007,/survey-so,0,3,2,0,4,0,2,3,0,0,0,0,4
1838,403,2007,/survey-so,0,0,4,0,0,4,0,4,0,0,0,0,0
1839,32,2007,/survey-so,0,0,4,0,3,0,2,4,0,1,0,0,3
1840,508,2007,/survey-so,4,0,0,4,0,0,0,0,4,4,4,4,0
1841,596,2007,/survey-so,0,1,4,0,0,0,0,4,0,3,0,0,0
1842,46,2007,/survey-so,0,3,0,1,0,0,0,0,4,0,0,0,0
1843,326,2007,/survey-so,3,0,0,4,0,0,0,0,4,0,0,3,0
1844,242,2007,/survey-so,0,0,0,0,1,0,1,0,0,0,0,0,1
1845,4,2007,/survey-so,0,0,4,0,0,4,0,4,0,4,0,0,0
1846,262,2007,/survey-so,0,0,4,0,0,4,0,4,4,3,0,0,2
1847,128,2007,/survey-so,0,0,3,0,0,3,0,4,0,1,0,0,0
1848,77,2007,/survey-so,0,0,0,0,1,0,0,0,0,1,0,2,3
1849,212,2007,/survey-so,4,0,0,3,0,0,0,0,4,3,4,4,0
1850,130,2007,/survey-so,0,0,4,0,0,0,0,4,0,0,0,0,0
1851,116,2007,/survey-so,0,1,0,0,1,0,0,0,0,3,0,0,3
1852,95,2007,/survey-so,0,0,0,0,0,0,3,0,3,0,0,0,0
1853,540,2007,/survey-so,0,4,2,0,0,0,0,4,0,4,0,0,0
1854,466,2007,/survey-so,0,0,0,4,0,0,0,0,4,0,0,4,0
1855,401,2007,/survey-so,0,1,4,0,0,4,0,4,4,4,0,0,2
1856,9,2007,/survey-so,0,0,4,0,4,4,2,4,0,4,0,0,2
1857,240,2007,/survey-so,0,0,4,0,0,0,0,4,0,4,0,0,0
1858,418,2007,/survey-so,0,3,0,4,0,0,1,0,0,3,0,0,0
1859,486,2007,/survey-so,0,0,0,4,0,0,0,0,4,0,0,4,0
1860,458,2038,/survey-so,0,0,0,3,0,0,0,0,2,0,0,3,0
1861,327,2038,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,302,2038,/survey-so,0,0,0,0,0,0,0,0,0,0,0,3,0
1863,490,2038,/survey-so,0,0,0,0,0,0,0,0,0,3,0,3,0
1864,226,2038,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,130,2038,/survey-so,0,0,0,0,0,0,0,0,3,0,0,3,0
1866,166,2038,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1867,515,2038,/survey-so,0,0,0,0,0,0,0,0,0,0,0,3,0
1868,219,2038,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1869,14,2038,/survey-so,0,0,0,0,0,0,0,0,3,3,0,3,0
1870,483,2038,/survey-so,0,0,0,2,0,0,2,0,0,0,0,0,0
1871,126,2038,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1872,176,2038,/survey-so,0,0,3,0,0,0,0,3,3,0,0,3,0
1873,168,2038,/survey-so,0,0,0,0,0,0,0,0,3,0,0,3,0
1874,77,2038,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1875,67,2038,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,183,2038,/survey-so,0,0,0,0,0,0,3,0,0,0,0,0,0
1877,385,2038,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1878,457,2038,/survey-so,0,0,0,0,0,0,0,0,0,0,0,3,0
1879,243,2038,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,198,2038,/survey-so,3,3,0,0,0,0,3,0,0,0,0,0,0
1881,568,2038,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,101,2038,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1883,90,2038,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1884,218,2038,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1885,356,2038,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1886,602,2038,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1887,399,2038,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,131,2038,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1889,153,2038,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1890,352,2055,/survey-so,0,0,4,0,0,3,0,3,0,0,0,0,0
1891,128,2055,/survey-so,0,1,3,0,1,0,2,0,0,1,0,0,1
1892,216,2055,/survey-so,3,0,0,2,0,0,0,0,2,1,2,4,0
1893,273,2055,/survey-so,0,0,0,2,0,0,0,2,2,0,1,3,0
1894,104,2055,/survey-so,0,0,2,0,3,2,1,2,1,0,1,0,3
1895,82,2055,/survey-so,0,3,0,0,4,1,2,0,0,0,0,0,4
1896,249,2055,/survey-so,0,0,1,0,2,1,0,1,2,4,2,0,3
1897,152,2055,/survey-so,0,0,3,0,0,1,0,2,0,0,0,0,0
1898,478,2055,/survey-so,0,1,0,3,0,0,0,0,2,0,0,2,0
1899,231,2055,/survey-so,0,2,2,0,3,0,1,0,0,3,0,0,4
1900,253,2055,/survey-so,0,1,4,0,0,0,0,1,0,3,0,0,0
1901,19,2055,/survey-so,0,1,1,0,0,2,4,0,0,3,0,0,2
1902,526,2055,/survey-so,0,1,0,0,0,0,4,0,0,0,0,0,0
1903,414,2055,/survey-so,0,0,0,1,0,0,0,0,2,0,3,4,0
1904,206,2055,/survey-so,0,3,2,0,0,1,0,2,0,2,0,0,1
1905,89,2055,/survey-so,0,0,3,0,1,1,3,3,0,1,0,0,1
1906,437,2055,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,383,2055,/survey-so,1,0,2,0,0,0,0,0,3,4,0,3,0
1908,423,2055,/survey-so,0,2,1,0,0,3,0,3,1,2,0,0,1
1909,135,2055,/survey-so,0,0,0,2,0,0,0,1,0,0,0,0,1
1910,145,2055,/survey-so,0,3,0,0,3,0,2,0,0,4,0,0,1
1911,544,2055,/survey-so,0,1,0,0,0,0,0,3,0,0,2,0,0
1912,578,2055,/survey-so,0,1,0,3,0,0,0,0,3,0,0,2,0
1913,374,2055,/survey-so,0,0,2,0,0,0,0,1,3,0,0,0,0
1914,501,2055,/survey-so,0,0,0,2,0,0,0,0,3,0,0,0,0
1915,235,2055,/survey-so,0,0,0,0,0,0,0,0,4,0,1,0,0
1916,312,2055,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1917,276,2055,/survey-so,0,0,0,2,0,0,0,0,4,0,1,2,0
1918,427,2055,/survey-so,1,0,0,4,0,0,0,0,2,0,0,3,0
1919,178,2055,/survey-so,0,1,4,0,2,4,2,2,0,3,0,0,1
1920,413,2031,/survey-so,3,2,3,0,4,0,4,3,3,4,2,0,4
1921,353,2031,/survey-so,0,0,0,0,2,0,0,3,3,0,0,2,3
1922,51,2031,/survey-so,3,0,0,3,0,0,0,0,3,0,3,2,0
1923,198,2031,/survey-so,0,3,3,0,3,3,3,3,3,3,0,0,3
1924,287,2031,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1925,465,2031,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,75,2031,/survey-so,3,0,0,0,0,0,0,0,3,0,0,3,0
1927,268,2031,/survey-so,0,0,0,3,0,0,0,0,0,0,0,0,0
1928,300,2031,/survey-so,0,0,3,0,0,0,0,0,0,0,0,0,0
1929,371,2031,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,162,2031,/survey-so,0,3,3,0,0,0,3,0,3,3,0,0,0
1931,394,2031,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,507,2031,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1933,509,2031,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1934,335,2031,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,585,2031,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,46,2031,/survey-so,0,0,0,0,0,0,0,0,0,0,0,3,0
1937,429,2031,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,545,2031,/survey-so,3,0,0,0,0,0,0,0,0,0,0,0,0
1939,581,2031,/survey-so,3,0,0,3,0,0,0,0,3,0,3,3,0
1940,39,2031,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,126,2031,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,138,2031,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1943,84,2031,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1944,520,2031,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1945,493,2031,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,23,2031,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1947,484,2031,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,20,2031,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1949,431,2031,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,253,2028,/survey-so,0,1,0,0,3,0,1,0,0,3,0,0,2
1951,72,2028,/survey-so,0,4,0,0,0,0,0,0,3,0,0,0,0
1952,325,2028,/survey-so,0,0,0,3,0,0,0,0,0,0,0,1,0
1953,209,2028,/survey-so,0,0,1,0,0,3,0,3,0,0,0,0,0
1954,426,2028,/survey-so,4,0,0,0,0,0,0,0,3,3,0,4,0
1955,447,2028,/survey-so,0,3,3,0,2,0,0,1,0,4,0,0,0
1956,168,2028,/survey-so,0,0,4,0,0,2,0,3,0,0,0,0,0
1957,237,2028,/survey-so,0,0,0,0,0,3,0,3,0,0,0,0,0
1958,193,2028,/survey-so,4,2,0,4,0,0,0,0,4,4,0,4,0
1959,522,2028,/survey-so,0,1,0,0,0,0,3,0,0,0,0,0,0
1960,314,2028,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,455,2028,/survey-so,0,0,0,0,0,0,0,1,0,0,0,0,1
1962,470,2028,/survey-so,0,0,2,0,0,1,4,3,0,0,0,0,0
1963,161,2028,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,386,2028,/survey-so,0,2,3,3,0,2,0,0,0,0,0,0,0
1965,119,2028,/survey-so,0,0,0,0,3,0,4,0,0,0,0,0,0
1966,308,2028,/survey-so,3,4,0,0,0,2,0,0,4,4,0,0,0
1967,333,2028,/survey-so,0,0,0,0,2,2,0,0,0,0,3,0,0
1968,171,2028,/survey-so,0,4,1,0,0,0,3,0,0,3,0,0,0
1969,459,2028,/survey-so,0,2,0,0,0,0,0,0,3,3,0,0,0
1970,101,2028,/survey-so,0,1,1,0,3,0,2,3,0,0,0,0,3
1971,55,2028,/survey-so,3,0,2,0,3,0,3,0,0,4,0,0,0
1972,50,2028,/survey-so,0,3,0,0,0,0,3,0,0,4,0,0,0
1973,226,2028,/survey-so,0,4,0,0,3,0,0,0,0,4,0,0,3
1974,81,2028,/survey-so,3,3,0,0,3,0,0,0,0,4,0,0,0
1975,377,2028,/survey-so,0,3,0,0,2,0,0,0,0,0,0,0,0
1976,260,2028,/survey-so,0,0,0,0,0,2,0,0,0,0,2,0,0
1977,303,2028,/survey-so,0,3,3,0,0,0,3,0,0,4,0,0,0
1978,273,2028,/survey-so,0,0,0,3,0,0,0,0,0,0,4,4,0
1979,307,2028,/survey-so,0,0,0,3,0,0,0,0,0,0,4,4,0
1980,534,2127,/survey-so,0,0,0,0,2,2,0,0,2,4,1,0,3
1981,93,2127,/survey-so,0,1,4,0,3,0,2,2,0,0,0,0,3
1982,313,2127,/survey-so,0,4,3,0,0,0,0,0,3,4,0,0,0
1983,111,2127,/survey-so,0,2,0,0,3,0,1,0,2,0,0,1,3
1984,257,2127,/survey-so,0,3,4,0,0,4,3,4,3,4,0,0,0
1985,153,2127,/survey-so,0,0,3,2,0,3,0,4,0,2,1,0,0
1986,23,2127,/survey-so,2,3,1,0,4,0,2,0,0,0,0,0,4
1987,542,2127,/survey-so,1,1,0,3,0,0,0,0,1,0,2,2,0
1988,86,2127,/survey-so,0,0,0,0,0,0,0,0,3,3,0,3,0
1989,177,2127,/survey-so,0,2,1,0,2,0,2,0,0,1,0,0,0
1990,123,2127,/survey-so,0,0,0,4,0,0,0,0,3,0,4,4,0
1991,424,2127,/survey-so,0,3,3,0,0,4,4,2,0,4,0,0,0
1992,588,2127,/survey-so,0,2,3,0,0,3,2,3,0,3,0,0,0
1993,338,2127,/survey-so,0,4,0,0,0,0,0,0,3,4,0,0,0
1994,87,2127,/survey-so,1,2,1,0,0,0,0,0,3,3,0,0,0
1995,311,2127,/survey-so,3,0,0,4,0,0,0,0,3,0,0,4,0
1996,244,2127,/survey-so,0,4,4,0,3,2,4,4,0,4,0,0,3
1997,113,2127,/survey-so,0,3,3,0,4,4,4,0,3,4,0,0,4
1998,412,2127,/survey-so,0,1,0,0,0,0,0,0,3,3,4,0,0
1999,559,2127,/survey-so,0,3,3,0,0,2,4,2,3,4,0,0,0
2000,220,2127,/survey-so,0,3,4,0,0,4,4,4,4,4,0,0,0
2001,59,2127,/survey-so,0,3,4,3,0,3,3,4,4,4,0,0,0
2002,267,2127,/survey-so,0,0,0,2,0,0,0,0,0,0,0,0,0
2003,24,2127,/survey-so,0,4,3,0,0,3,3,4,4,4,0,0,0
2004,245,2127,/survey-so,0,0,0,4,0,0,0,0,3,2,4,4,0
2005,368,2127,/survey-so,0,0,3,0,0,0,0,3,3,0,2,0,0
2006,95,2127,/survey-so,0,0,0,0,0,0,0,0,3,0,3,2,0
2007,75,2127,/survey-so,3,1,0,0,0,0,0,0,3,3,3,2,1
2008,305,2127,/survey-so,0,0,0,2,0,0,0,0,3,0,4,3,0
2009,172,2127,/survey-so,0,4,4,0,4,3,2,3,0,0,0,0,4
2010,365,2073,/survey-so,0,0,0,0,0,4,0,0,0,0,0,0,0
2011,530,2073,/survey-so,0,4,4,0,4,4,4,0,0,4,0,0,0
2012,83,2073,/survey-so,0,0,4,0,4,0,4,0,0,4,0,0,0
2013,491,2073,/survey-so,0,3,4,0,3,0,0,0,0,3,0,0,0
2014,98,2073,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,342,2073,/survey-so,0,0,4,0,0,0,0,0,0,4,0,0,0
2016,514,2073,/survey-so,0,0,0,0,0,3,0,0,0,3,0,0,0
2017,561,2073,/survey-so,0,0,0,0,0,0,2,0,0,0,0,0,0
2018,271,2073,/survey-so,0,4,4,0,4,0,0,0,0,0,0,0,0
2019,78,2073,/survey-so,0,0,0,0,4,3,0,0,0,0,0,0,0
2020,111,2073,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,4
2021,100,2073,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,584,2073,/survey-so,0,4,0,0,0,0,4,0,0,0,0,0,0
2023,436,2073,/survey-so,0,0,0,0,4,4,0,0,0,0,0,0,0
2024,275,2073,/survey-so,0,0,0,0,0,0,0,0,0,4,0,4,0
2025,528,2073,/survey-so,0,4,0,0,0,0,0,0,0,0,0,0,0
2026,355,2073,/survey-so,0,0,4,0,0,0,0,0,0,0,0,0,4
2027,106,2073,/survey-so,4,0,0,0,0,0,0,0,0,0,0,0,0
2028,450,2073,/survey-so,0,0,0,0,3,0,0,0,0,0,0,0,0
2029,85,2073,/survey-so,0,0,4,0,3,0,4,0,0,0,0,0,0
2030,274,2073,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,292,2073,/survey-so,0,4,0,0,4,0,0,0,0,0,0,0,0
2032,367,2073,/survey-so,0,4,0,0,0,0,4,0,0,0,0,0,0
2033,459,2073,/survey-so,0,4,0,0,4,0,4,0,0,0,0,0,0
2034,411,2073,/survey-so,0,0,0,0,0,4,4,0,0,0,0,0,0
2035,590,2073,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,390,2073,/survey-so,0,0,4,0,0,0,0,0,0,0,0,0,0
2037,154,2073,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,474,2073,/survey-so,0,0,0,0,0,0,4,0,0,0,0,0,0
2039,401,2073,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,418,2106,/survey-so,0,2,0,0,2,0,2,0,0,3,0,0,2
2041,565,2106,/survey-so,0,0,0,3,0,0,0,0,3,0,3,3,0
2042,300,2106,/survey-so,0,0,4,0,0,4,4,0,0,0,0,0,0
2043,115,2106,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,330,2106,/survey-so,3,3,0,0,0,0,3,0,0,3,0,0,0
2045,65,2106,/survey-so,0,0,4,0,4,0,0,0,0,0,0,0,0
2046,33,2106,/survey-so,3,0,0,0,0,0,0,0,3,3,0,0,0
2047,326,2106,/survey-so,0,0,3,0,0,3,0,0,0,0,0,0,0
2048,6,2106,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,591,2106,/survey-so,0,0,3,0,0,0,0,0,0,3,0,0,0
2050,57,2106,/survey-so,0,0,0,3,0,0,0,0,0,0,0,0,0
2051,60,2106,/survey-so,0,0,3,0,0,3,0,0,0,0,0,0,0
2052,142,2106,/survey-so,0,0,0,0,1,0,0,0,0,0,3,0,1
2053,602,2106,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,177,2106,/survey-so,0,0,0,0,2,0,0,0,0,0,0,0,0
2055,313,2106,/survey-so,0,4,3,0,0,0,0,0,3,4,0,0,0
2056,576,2106,/survey-so,0,0,0,0,4,0,4,0,0,0,0,0,4
2057,203,2106,/survey-so,0,0,0,2,0,0,0,0,0,2,2,2,0
2058,333,2106,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,504,2106,/survey-so,0,0,3,0,3,0,0,0,0,3,0,0,3
2060,513,2106,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,501,2106,/survey-so,0,0,0,2,0,0,0,0,2,0,0,2,0
2062,521,2106,/survey-so,2,0,0,0,0,0,0,0,2,2,0,0,0
2063,295,2106,/survey-so,0,0,0,3,0,0,0,3,0,0,3,0,0
2064,305,2106,/survey-so,0,0,0,0,0,0,0,0,3,0,0,0,0
2065,152,2106,/survey-so,0,0,2,0,0,2,0,1,0,0,0,0,0
2066,51,2106,/survey-so,4,0,0,0,0,0,0,0,4,4,0,4,0
2067,394,2106,/survey-so,3,0,0,3,0,0,0,0,3,3,0,3,0
2068,68,2106,/survey-so,0,0,0,0,0,0,0,2,0,0,0,0,0
2069,181,2106,/survey-so,0,3,0,3,0,0,0,0,0,0,0,0,0
2070,34,2115,/survey-so,0,0,2,0,2,2,0,0,3,4,0,0,2
2071,241,2115,/survey-so,0,0,1,0,2,1,1,0,0,0,0,0,1
2072,235,2115,/survey-so,4,0,0,0,0,0,0,0,4,0,0,3,0
2073,25,2115,/survey-so,0,0,2,3,0,1,0,0,0,1,3,0,0
2074,207,2115,/survey-so,3,0,0,0,0,0,0,2,4,0,0,3,0
2075,263,2115,/survey-so,0,0,0,0,0,1,0,0,3,3,0,0,0
2076,336,2115,/survey-so,0,0,0,0,0,0,0,0,1,1,0,0,0
2077,567,2115,/survey-so,0,0,0,0,0,0,0,0,2,4,0,1,0
2078,292,2115,/survey-so,0,1,3,0,0,1,3,0,0,0,0,0,1
2079,453,2115,/survey-so,0,2,2,0,4,0,4,0,0,0,0,0,3
2080,537,2115,/survey-so,0,3,0,0,0,0,4,0,0,0,0,0,0
2081,546,2115,/survey-so,0,0,0,0,0,0,0,0,3,3,0,4,0
2082,79,2115,/survey-so,0,0,1,0,0,0,4,0,0,0,0,0,0
2083,227,2115,/survey-so,0,0,4,0,0,2,0,0,0,0,0,0,1
2084,216,2115,/survey-so,4,0,0,0,0,0,0,0,2,3,2,4,0
2085,513,2115,/survey-so,0,0,1,0,0,1,0,0,0,0,0,0,0
2086,426,2115,/survey-so,2,0,0,0,0,0,0,1,2,4,0,2,0
2087,78,2115,/survey-so,0,0,2,0,0,3,0,0,0,0,0,0,0
2088,48,2115,/survey-so,0,0,0,0,0,0,0,2,3,1,1,2,0
2089,101,2115,/survey-so,0,2,4,0,0,1,0,0,0,1,0,0,0
2090,232,2115,/survey-so,0,0,0,0,0,0,0,0,1,0,4,0,0
2091,410,2115,/survey-so,1,0,0,0,0,0,0,0,2,3,1,2,0
2092,31,2115,/survey-so,0,0,0,0,0,0,0,0,0,0,0,4,0
2093,75,2115,/survey-so,3,0,0,0,0,0,0,3,4,1,0,2,0
2094,565,2115,/survey-so,3,0,0,0,0,0,0,0,3,1,1,2,0
2095,272,2115,/survey-so,0,0,0,0,0,0,0,4,0,0,0,0,0
2096,190,2115,/survey-so,0,0,0,0,0,0,0,2,0,0,1,0,0
2097,523,2115,/survey-so,2,0,0,4,0,0,0,2,0,1,0,4,0
2098,338,2115,/survey-so,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,138,2115,/survey-so,1,0,0,0,0,0,0,0,4,4,0,4,0
2100,571,2100,/survey-so,0,2,1,0,2,0,4,0,0,0,0,0,3
2101,452,2100,/survey-so,0,0,3,0,0,4,4,0,0,3,0,0,4
2102,135,2100,/survey-so,0,0,0,0,1,1,0,0,0,0,0,0,0
2103,194,2100,/survey-so,0,0,0,0,0,4,0,0,0,0,1,0,3
2104,416,2100,/survey-so,0,3,2,0,0,0,0,0,0,4,0,0,0
2105,470,2100,/survey-so,0,0,4,0,3,4,4,1,0,4,0,0,4
2106,60,2100,/survey-so,0,0,4,0,0,0,2,3,0,0,0,0,0
2107,359,2100,/survey-so,0,2,2,0,0,3,3,0,0,3,0,0,0
2108,502,2100,/survey-so,0,4,1,0,0,0,4,2,0,0,0,0,0
2109,16,2100,/survey-so,0,1,4,0,2,3,4,0,0,4,0,0,4
2110,280,2100,/survey-so,0,0,0,0,3,0,0,1,0,0,0,0,4
2111,429,2100,/survey-so,0,4,0,0,0,0,0,0,0,2,0,0,0
2112,565,2100,/survey-so,0,0,0,0,0,0,0,0,4,2,1,4,3
2113,493,2100,/survey-so,0,0,4,4,2,2,0,0,0,0,0,0,2
2114,77,2100,/survey-so,0,0,2,3,0,0,0,0,0,3,0,0,3
2115,66,2100,/survey-so,0,0,0,0,3,0,0,0,0,0,0,0,0
2116,54,2100,/survey-so,0,0,4,0,3,4,4,2,0,4,0,0,4
2117,327,2100,/survey-so,0,4,0,0,4,4,4,0,0,4,0,0,3
2118,240,2100,/survey-so,0,0,4,0,0,0,0,0,0,4,0,0,0
2119,217,2100,/survey-so,0,4,0,0,4,2,4,0,0,0,0,0,4
2120,131,2100,/survey-so,0,0,2,0,4,3,0,0,0,0,0,0,3
2121,460,2100,/survey-so,0,2,0,4,0,0,0,0,4,0,0,3,0
2122,417,2100,/survey-so,0,4,0,0,1,0,4,0,0,4,0,0,0
2123,81,2100,/survey-so,0,3,0,2,0,0,0,0,0,4,0,0,4
2124,347,2100,/survey-so,0,4,4,0,0,3,4,3,0,3,0,0,2
2125,599,2100,/survey-so,0,4,0,0,0,0,0,0,0,0,0,0,4
2126,376,2100,/survey-so,0,4,0,4,0,0,0,0,2,0,2,4,0
2127,47,2100,/survey-so,0,0,0,3,0,0,0,0,4,3,2,2,0
2128,339,2100,/survey-so,0,4,0,0,0,0,0,0,0,4,0,0,0
2129,44,2100,/survey-so,0,4,3,0,4,0,4,3,0,4,0,0,4
2130,500,2104,/survey-so,0,1,3,0,0,0,1,4,0,1,0,0,3
2131,431,2104,/survey-so,0,1,0,0,0,1,2,0,0,1,0,0,0
2132,242,2104,/survey-so,0,0,0,2,0,0,0,0,4,0,1,0,0
2133,137,2104,/survey-so,0,0,3,0,1,0,1,1,2,2,0,0,2
2134,475,2104,/survey-so,0,0,0,4,0,0,0,1,3,0,3,4,0
2135,63,2104,/survey-so,0,0,2,1,0,0,0,1,0,0,3,0,0
2136,193,2104,/survey-so,2,0,0,4,0,0,0,0,4,2,3,4,0
2137,437,2104,/survey-so,0,0,0,0,0,0,2,0,3,0,0,0,0
2138,138,2104,/survey-so,2,0,0,3,0,0,0,0,3,4,4,4,0
2139,260,2104,/survey-so,0,0,0,0,4,0,4,0,2,0,0,0,3
2140,265,2104,/survey-so,0,0,3,0,0,1,1,3,0,0,0,0,0
2141,112,2104,/survey-so,0,0,3,0,0,0,0,1,2,0,4,0,0
2142,150,2104,/survey-so,2,0,0,4,0,0,0,0,4,3,3,4,0
2143,62,2104,/survey-so,2,3,2,0,2,0,1,1,3,4,0,0,1
2144,463,2104,/survey-so,0,4,0,0,2,0,3,0,4,0,1,0,1
2145,415,2104,/survey-so,3,0,0,4,0,0,0,0,4,3,3,4,0
2146,462,2104,/survey-so,2,0,1,4,0,0,0,1,4,3,2,1,0
2147,96,2104,/survey-so,0,1,2,1,0,0,4,0,3,0,2,0,0
2148,211,2104,/survey-so,0,1,2,0,3,0,0,0,1,3,0,0,4
2149,564,2104,/survey-so,0,0,3,0,0,3,0,4,2,0,0,0,0
2150,56,2104,/survey-so,0,3,0,0,0,0,0,1,4,1,0,2,1
2151,595,2104,/survey-so,0,0,4,0,1,3,1,4,2,0,0,0,1
2152,34,2104,/survey-so,0,1,2,0,3,1,2,1,1,0,0,0,4
2153,478,2104,/survey-so,0,1,0,0,0,0,0,0,4,0,0,1,0
2154,144,2104,/survey-so,0,0,0,4,0,0,0,0,4,0,4,3,0
2155,545,2104,/survey-so,2,4,0,0,0,0,0,0,4,1,1,0,1
2156,333,2104,/survey-so,0,0,4,0,0,3,3,4,1,0,1,0,0
